"Date","variable","value"
2001,"Musical instruments",22.31561086
2002,"Musical instruments",23.44004525
2003,"Musical instruments",22.91063348
2004,"Musical instruments",24.10067873
2005,"Musical instruments",24.06221719
2006,"Musical instruments",24.98303167
2007,"Musical instruments",24.39140271
2008,"Musical instruments",23.39932127
2009,"Musical instruments",21.05995475
2010,"Musical instruments",21.11764706
2011,"Musical instruments",21.53846154
2012,"Musical instruments",22.43325792
2013,"Musical instruments",22.69683258
2014,"Musical instruments",23.68552036
2015,"Musical instruments",24.88800905
2016,"Musical instruments",25.78733032
2017,"Musical instruments",26.60746606
2018,"Musical instruments",28.0361991
2019,"Musical instruments",30.20701357
2020,"Musical instruments",29.21091514
1959,"Jewelry and watches",1
1960,"Jewelry and watches",0.990773962
1961,"Jewelry and watches",0.975269093
1962,"Jewelry and watches",1.047667863
1963,"Jewelry and watches",1.106611994
1964,"Jewelry and watches",1.242439774
1965,"Jewelry and watches",1.383521271
1966,"Jewelry and watches",1.640184521
1967,"Jewelry and watches",1.774987186
1968,"Jewelry and watches",1.961430036
1969,"Jewelry and watches",2.058431574
1970,"Jewelry and watches",2.099436187
1971,"Jewelry and watches",2.261276269
1972,"Jewelry and watches",2.452075859
1973,"Jewelry and watches",3.081624808
1974,"Jewelry and watches",3.585853409
1975,"Jewelry and watches",4.150563813
1976,"Jewelry and watches",5.045617632
1977,"Jewelry and watches",5.630574065
1978,"Jewelry and watches",6.312532035
1979,"Jewelry and watches",6.6797796
1980,"Jewelry and watches",7.677088672
1981,"Jewelry and watches",8.221809329
1982,"Jewelry and watches",8.013839057
1983,"Jewelry and watches",8.916068683
1984,"Jewelry and watches",10.12788314
1985,"Jewelry and watches",10.79254229
1986,"Jewelry and watches",12.47206561
1987,"Jewelry and watches",13.4479754
1988,"Jewelry and watches",14.4993593
1989,"Jewelry and watches",14.95386981
1990,"Jewelry and watches",15.51973347
1991,"Jewelry and watches",15.47488467
1992,"Jewelry and watches",16.22001538
1993,"Jewelry and watches",17.35238339
1994,"Jewelry and watches",18.45899539
1995,"Jewelry and watches",19.39633521
1996,"Jewelry and watches",20.446694
1997,"Jewelry and watches",20.45527934
1998,"Jewelry and watches",21.81266017
1999,"Jewelry and watches",23.85366479
2000,"Jewelry and watches",25.16043055
2001,"Jewelry and watches",24.38608406
2002,"Jewelry and watches",25.17209124
2003,"Jewelry and watches",26.61686315
2004,"Jewelry and watches",28.99666838
2005,"Jewelry and watches",30.62621732
2006,"Jewelry and watches",32.9213224
2007,"Jewelry and watches",34.43618657
2008,"Jewelry and watches",33.07765249
2009,"Jewelry and watches",30.34443875
2010,"Jewelry and watches",31.1895182
2011,"Jewelry and watches",34.26858022
2012,"Jewelry and watches",35.15363916
2013,"Jewelry and watches",35.72731932
2014,"Jewelry and watches",36.50794464
2015,"Jewelry and watches",37.4564326
2016,"Jewelry and watches",36.9642491
2017,"Jewelry and watches",37.12275756
2018,"Jewelry and watches",38.59636084
2019,"Jewelry and watches",39.30343414
2020,"Jewelry and watches",33.77571941
1959,"Therapeutic equipment",1
1960,"Therapeutic equipment",1.026849642
1961,"Therapeutic equipment",1.06026253
1962,"Therapeutic equipment",1.261634845
1963,"Therapeutic equipment",1.248806683
1964,"Therapeutic equipment",1.380071599
1965,"Therapeutic equipment",1.506861575
1966,"Therapeutic equipment",1.68048926
1967,"Therapeutic equipment",1.515513126
1968,"Therapeutic equipment",1.749403341
1969,"Therapeutic equipment",1.987768496
1970,"Therapeutic equipment",2.271778043
1971,"Therapeutic equipment",2.313842482
1972,"Therapeutic equipment",2.585918854
1973,"Therapeutic equipment",2.876491647
1974,"Therapeutic equipment",3.224045346
1975,"Therapeutic equipment",3.623210024
1976,"Therapeutic equipment",3.886933174
1977,"Therapeutic equipment",4.193914081
1978,"Therapeutic equipment",4.71300716
1979,"Therapeutic equipment",5.402446301
1980,"Therapeutic equipment",6.053102625
1981,"Therapeutic equipment",6.755071599
1982,"Therapeutic equipment",7.450178998
1983,"Therapeutic equipment",8.516109785
1984,"Therapeutic equipment",9.974642005
1985,"Therapeutic equipment",11.47792363
1986,"Therapeutic equipment",13.13961814
1987,"Therapeutic equipment",15.03729117
1988,"Therapeutic equipment",17.62261337
1989,"Therapeutic equipment",18.93645585
1990,"Therapeutic equipment",21.96330549
1991,"Therapeutic equipment",20.89856802
1992,"Therapeutic equipment",21.59516706
1993,"Therapeutic equipment",22.53192124
1994,"Therapeutic equipment",24.31384248
1995,"Therapeutic equipment",25.07488067
1996,"Therapeutic equipment",27.45167064
1997,"Therapeutic equipment",30.14468974
1998,"Therapeutic equipment",33.19122912
1999,"Therapeutic equipment",35.44600239
2000,"Therapeutic equipment",38.38812649
2001,"Therapeutic equipment",37.98657518
2002,"Therapeutic equipment",40.62410501
2003,"Therapeutic equipment",43.54087112
2004,"Therapeutic equipment",47.42661098
2005,"Therapeutic equipment",51.53729117
2006,"Therapeutic equipment",55.96270883
2007,"Therapeutic equipment",61.62470167
2008,"Therapeutic equipment",61.12470167
2009,"Therapeutic equipment",60.43675418
2010,"Therapeutic equipment",62.53072792
2011,"Therapeutic equipment",64.78729117
2012,"Therapeutic equipment",65.61575179
2013,"Therapeutic equipment",68.05131265
2014,"Therapeutic equipment",70.41825776
2015,"Therapeutic equipment",73.63633652
2016,"Therapeutic equipment",76.65483294
2017,"Therapeutic equipment",78.92332936
2018,"Therapeutic equipment",82.35322196
2019,"Therapeutic equipment",86.44361575
2020,"Therapeutic equipment",77.5181433
1959,"Educational books",1
1960,"Educational books",1.047229791
1961,"Educational books",1.111716621
1962,"Educational books",1.180744777
1963,"Educational books",1.29609446
1964,"Educational books",1.479564033
1965,"Educational books",1.514986376
1966,"Educational books",1.692098093
1967,"Educational books",1.701180745
1968,"Educational books",1.849227975
1969,"Educational books",2.117166213
1970,"Educational books",2.680290645
1971,"Educational books",2.729336966
1972,"Educational books",2.699364214
1973,"Educational books",2.825613079
1974,"Educational books",3.002724796
1975,"Educational books",3.415985468
1976,"Educational books",3.476839237
1977,"Educational books",3.995458674
1978,"Educational books",4.891008174
1979,"Educational books",5.617620345
1980,"Educational books",6.342415985
1981,"Educational books",7.215258856
1982,"Educational books",7.901907357
1983,"Educational books",9.112624886
1984,"Educational books",10.58310627
1985,"Educational books",11.75386013
1986,"Educational books",13.24886467
1987,"Educational books",15.42688465
1988,"Educational books",16.8746594
1989,"Educational books",17.88646685
1990,"Educational books",19.24704814
1991,"Educational books",19.63306085
1992,"Educational books",20.49227975
1993,"Educational books",21.99455041
1994,"Educational books",23.55495005
1995,"Educational books",24.71389646
1996,"Educational books",25.4568574
1997,"Educational books",26.64668483
1998,"Educational books",28.53587648
1999,"Educational books",31.11171662
2000,"Educational books",32.8537693
2001,"Educational books",33.53224342
2002,"Educational books",35.24704814
2003,"Educational books",35.80108992
2004,"Educational books",35.88374205
2005,"Educational books",35.51044505
2006,"Educational books",35.11444142
2007,"Educational books",34.23160763
2008,"Educational books",34.85013624
2009,"Educational books",34.57220708
2010,"Educational books",35.67393279
2011,"Educational books",35.30063579
2012,"Educational books",34.69300636
2013,"Educational books",34.34423252
2014,"Educational books",34.83015441
2015,"Educational books",35.09173479
2016,"Educational books",36.7284287
2017,"Educational books",38.15077203
2018,"Educational books",40.30336058
2019,"Educational books",42.40326975
2020,"Educational books",43.07401435
1959,"Personal items (e.g. Luggage)",1
1960,"Personal items (e.g. Luggage)",1.021949078
1961,"Personal items (e.g. Luggage)",1.074626866
1962,"Personal items (e.g. Luggage)",1.119183494
1963,"Personal items (e.g. Luggage)",1.169666374
1964,"Personal items (e.g. Luggage)",1.28665496
1965,"Personal items (e.g. Luggage)",1.408691835
1966,"Personal items (e.g. Luggage)",1.585820896
1967,"Personal items (e.g. Luggage)",1.672080773
1968,"Personal items (e.g. Luggage)",1.905179982
1969,"Personal items (e.g. Luggage)",2.133011414
1970,"Personal items (e.g. Luggage)",2.296971027
1971,"Personal items (e.g. Luggage)",2.588674276
1972,"Personal items (e.g. Luggage)",2.85118525
1973,"Personal items (e.g. Luggage)",3.190298507
1974,"Personal items (e.g. Luggage)",3.493634767
1975,"Personal items (e.g. Luggage)",3.896839333
1976,"Personal items (e.g. Luggage)",4.399473222
1977,"Personal items (e.g. Luggage)",4.77524144
1978,"Personal items (e.g. Luggage)",5.010755048
1979,"Personal items (e.g. Luggage)",4.91022827
1980,"Personal items (e.g. Luggage)",4.546532046
1981,"Personal items (e.g. Luggage)",4.315408253
1982,"Personal items (e.g. Luggage)",4.098770852
1983,"Personal items (e.g. Luggage)",4.737489025
1984,"Personal items (e.g. Luggage)",5.279192274
1985,"Personal items (e.g. Luggage)",5.68546971
1986,"Personal items (e.g. Luggage)",6.324626866
1987,"Personal items (e.g. Luggage)",7.122256365
1988,"Personal items (e.g. Luggage)",7.613037752
1989,"Personal items (e.g. Luggage)",8.492317823
1990,"Personal items (e.g. Luggage)",8.51404741
1991,"Personal items (e.g. Luggage)",8.737489025
1992,"Personal items (e.g. Luggage)",9.278972783
1993,"Personal items (e.g. Luggage)",9.556409131
1994,"Personal items (e.g. Luggage)",9.59547849
1995,"Personal items (e.g. Luggage)",9.566725198
1996,"Personal items (e.g. Luggage)",9.70500439
1997,"Personal items (e.g. Luggage)",9.731343284
1998,"Personal items (e.g. Luggage)",10.31321335
1999,"Personal items (e.g. Luggage)",11.51887621
2000,"Personal items (e.g. Luggage)",12.78731343
2001,"Personal items (e.g. Luggage)",12.18042142
2002,"Personal items (e.g. Luggage)",12.53841089
2003,"Personal items (e.g. Luggage)",13.91088674
2004,"Personal items (e.g. Luggage)",15.16988586
2005,"Personal items (e.g. Luggage)",16.74890255
2006,"Personal items (e.g. Luggage)",18.8334065
2007,"Personal items (e.g. Luggage)",20.59679543
2008,"Personal items (e.g. Luggage)",20.41110623
2009,"Personal items (e.g. Luggage)",19.65605795
2010,"Personal items (e.g. Luggage)",20.88015803
2011,"Personal items (e.g. Luggage)",22.63871817
2012,"Personal items (e.g. Luggage)",23.3358209
2013,"Personal items (e.g. Luggage)",23.62050044
2014,"Personal items (e.g. Luggage)",23.95456541
2015,"Personal items (e.g. Luggage)",24.45588235
2016,"Personal items (e.g. Luggage)",25.08011414
2017,"Personal items (e.g. Luggage)",25.27809482
2018,"Personal items (e.g. Luggage)",26.09218613
2019,"Personal items (e.g. Luggage)",26.70149254
2020,"Personal items (e.g. Luggage)",21.63148842
1959,"Communication equipment",1
1960,"Communication equipment",1.083333333
1961,"Communication equipment",1.138888889
1962,"Communication equipment",1.222222222
1963,"Communication equipment",1.333333333
1964,"Communication equipment",1.5
1965,"Communication equipment",1.611111111
